457488095,-1225055062,164468,0,0
457488138,-1225055176,164748,0,0
457488032,-1225054949,164751,0,0
457488377,-1225054427,164632,0,0
457488605,-1225054373,164578,0,0
457488744,-1225054684,164900,0,0
457488549,-1225054779,164701,0,0
457488626,-1225054740,164633,0,0
457488726,-1225054916,164693,0,0
457488855,-1225054796,164666,0,0
457488968,-1225054881,164730,0,0
457488600,-1225054553,164226,0,0
457491803,-1225051075,163567,0,0
457491796,-1225050989,163490,0,0
457491725,-1225050927,163459,0,0
457492103,-1225050940,163840,0,0
457492125,-1225051116,163947,0,0
457492097,-1225051003,163635,0,0
457492135,-1225051145,163872,0,0
457491913,-1225051062,163503,0,0
457491981,-1225051381,163816,0,0
457492066,-1225051539,164136,0,0
457491909,-1225051712,164086,0,0
457491978,-1225051701,164093,0,0
457491698,-1225051540,163581,0,0
457491627,-1225051536,163468,0,0
457491634,-1225051078,163097,0,0
457491657,-1225050818,162963,0,0
457491477,-1225050630,162752,0,0
457492209,-1225051319,164236,0,0
457492116,-1225051001,163609,0,0
457492012,-1225050838,163241,0,0
457492161,-1225050780,163240,0,0
457492400,-1225051017,163625,0,0
457492395,-1225051180,163814,0,0
457492428,-1225051544,164070,0,0
457492417,-1225051284,163996,0,0
457492257,-1225050998,163612,0,0
457492390,-1225051759,164717,0,0
457492841,-1225052093,165359,0,0
457492991,-1225051987,165645,0,0
457492980,-1225052089,165694,0,0
457493103,-1225051948,165962,0,0
457493032,-1225052009,165932,0,0
457492949,-1225051939,165787,0,0
457492790,-1225051679,165491,0,0
457492786,-1225051843,165872,0,0
457492963,-1225052126,166083,0,0
457492993,-1225051888,165852,0,0
457492988,-1225052051,165993,0,0
457492941,-1225052144,165907,0,0
457492858,-1225052075,165737,0,0
457492730,-1225051922,165490,0,0
457492906,-1225052204,165790,0,0
457493035,-1225051938,165589,0,0
457493104,-1225051897,165624,0,0
457493234,-1225051740,165459,0,0
457493235,-1225051676,165352,0,0
457493076,-1225051558,164996,0,0
457492952,-1225051514,164772,0,0
457493120,-1225051699,164915,0,0
457492880,-1225051288,164076,0,0
457493101,-1225051427,164421,0,0
457493173,-1225051444,164427,0,0
457493089,-1225051594,164511,0,0
457493139,-1225051692,164838,0,0
457486677,-1225059912,160939,0,0
457486511,-1225060173,161018,0,0
457486507,-1225059620,160523,0,0
457486587,-1225059315,160332,0,0
457486706,-1225059389,160557,0,0
457486581,-1225059421,160576,0,0
457486693,-1225059301,160552,0,0
457486352,-1225058744,160041,0,0
457486350,-1225058864,160156,0,0
457486319,-1225058439,159735,0,0
457486399,-1225058769,160169,0,0
457486347,-1225058630,159979,0,0
457486493,-1225058984,160443,0,0
457486559,-1225058955,160408,0,0
457486577,-1225059133,160553,0,0
457486609,-1225059246,160528,0,0
457486679,-1225059066,160368,0,0
457486664,-1225059037,160463,0,0
457486582,-1225058660,159982,0,0
457486482,-1225058633,159823,0,0
457486438,-1225059024,160053,0,0
457486303,-1225059301,160146,0,0
457486364,-1225059548,160238,0,0
457486437,-1225059602,160326,0,0
457486510,-1225059337,160040,0,0
457486424,-1225059343,159989,0,0
457486471,-1225059136,159888,0,0
457486409,-1225058745,159398,0,0
457486473,-1225058961,159700,0,0
457473686,-1225072878,159933,0,0
457473696,-1225072936,160006,0,0
457473763,-1225072996,160111,0,0
457473748,-1225072763,159858,0,0
457473716,-1225072647,159751,0,0
457473674,-1225072461,159496,0,0
457473579,-1225072092,159173,0,0
457473589,-1225072125,159242,0,0
457473513,-1225072208,159293,0,0
457473381,-1225072183,159199,0,0
457473349,-1225072661,159629,0,0
457473314,-1225072751,159764,0,0
457473277,-1225072797,159788,0,0
457473289,-1225072870,159889,0,0
457473306,-1225072834,159848,0,0
457473339,-1225072613,159587,0,0
457473407,-1225072693,159725,0,0
457473356,-1225072855,159883,0,0
457473363,-1225072864,159886,0,0
457473364,-1225072774,159824,0,0
457473377,-1225072806,159786,0,0
457473410,-1225072968,160051,0,0
457473461,-1225072764,160016,0,0
457473547,-1225072834,160166,0,0
457473478,-1225072763,160122,0,0
457473497,-1225072883,160299,0,0
457473435,-1225072826,160257,0,0
457473393,-1225072725,160165,0,0
457473385,-1225072907,160374,0,0
457473415,-1225072843,160402,0,0
457473410,-1225072871,160453,0,0
457473460,-1225072706,160296,0,0
457473566,-1225072770,160374,0,0
457473501,-1225072237,159775,0,0
457473513,-1225072165,159659,0,0
457473620,-1225072309,159839,0,0
457473578,-1225072004,159568,0,0
457473559,-1225071787,159415,0,0
457473570,-1225071639,159278,0,0
457473668,-1225071892,159505,0,0
457473688,-1225071974,159613,0,0
457473747,-1225072155,159791,0,0
457473758,-1225071926,159580,0,0
457473768,-1225071833,159473,0,0
457473744,-1225071679,159272,0,0
457473795,-1225071730,159280,0,0
457473696,-1225071478,159009,0,0
457473690,-1225071441,158952,0,0
457473682,-1225071316,158760,0,0
457473698,-1225071410,158889,0,0
457473652,-1225071224,158702,0,0
457473626,-1225071092,158584,0,0
457473651,-1225071564,159051,0,0
457473694,-1225071727,159250,0,0
457473689,-1225071815,159315,0,0
457473659,-1225071639,159196,0,0
457473639,-1225071664,159283,0,0
457473651,-1225071872,159477,0,0
457473649,-1225072035,159705,0,0
457473673,-1225072002,159688,0,0
457473646,-1225072092,159735,0,0
457473637,-1225072331,159924,0,0
457473707,-1225073016,160654,0,0
457473641,-1225072642,160288,0,0
457473615,-1225072808,160428,0,0
457473673,-1225072898,160572,0,0
457473663,-1225072801,160469,0,0
457540249,-1225013077,97282,4103,0
457540164,-1225013211,96698,3556,410
457539809,-1225013546,95037,3229,356
457539541,-1225013743,95053,2943,323
457539198,-1225014000,94382,1981,294
457538882,-1225014233,94013,1704,198
457538700,-1225014349,94706,1782,170
457538504,-1225014491,93946,2334,178
457538346,-1225014601,94004,2215,233
457538303,-1225014617,94901,2284,222
457538446,-1225014494,97005,2165,228
457538686,-1225014288,99048,2113,217
457538844,-1225014144,98427,1568,211
457539036,-1225013976,98617,1228,157
457539226,-1225013817,98933,1218,123
457539376,-1225013698,98861,1204,122
457539445,-1225013641,97933,1052,120
457539442,-1225013644,96614,889,105
457539402,-1225013666,95652,869,89
457539384,-1225013675,95767,1070,87
457539322,-1225013716,94743,1082,107
457539325,-1225013712,95875,892,108
457539337,-1225013703,95994,856,89
457539351,-1225013689,96493,801,86
457539403,-1225013642,97889,683,80
457539481,-1225013570,97762,300,49
457539482,-1225013568,97762,300,30
457539482,-1225013565,97762,300,30
457539483,-1225013563,97762,300,30
457539483,-1225013561,97762,300,30
457539483,-1225013559,97762,300,30
457539484,-1225013557,97762,300,30
457539484,-1225013555,97762,300,30
457539484,-1225013553,97762,300,30
457546602,-1225009530,80853,404,30
457546680,-1225009495,80990,446,40
457546747,-1225009460,80418,445,45
457546781,-1225009428,80247,514,45
457546784,-1225009422,80156,498,51
457546781,-1225009423,79958,455,50
457546778,-1225009425,79946,379,45
457546763,-1225009428,80386,348,38
457546755,-1225009422,79836,289,35
457546754,-1225009415,79964,266,29
457546746,-1225009407,80111,275,27
457546742,-1225009394,79268,329,28
457546733,-1225009377,79916,388,33
